Unnamed: 0,Nama Pelanggan,Produk,Ulasan,Rating,label
2456,Iqbal,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"barang penyok, gatau udah penyok dari seller / dari pihak pengirimannya.(jne cargo)",3,0
674,ilham,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,bagus dan cukup oke,5,1
675,Seno,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,sangat bagus hanya untuk perakitan papan2nya sebaiknya di kasih no urut pemasangan biar g salah atu 2x kerja karena pusing yg mana nya,5,1
2458,Meis,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,banyak lecet2,2,0
676,S***n,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,produk sesuai iklan dan selller layannya baik,5,1
2459,Meis,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,banyak lecet2 di mejanya,2,0
2460,o***r,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"laci sisi samping rusak, bahan MDF banyak cacat, laci tidak ada roller saat buka laci bisa jatuh dan pengirim telat",1,0
677,S***n,Meja Rias Lampu LED / Meja Rias Kaca Sliding Minimalis / Meja Kosmetik,produk sesuai iklan dan selller layannya baik,5,1
2461,o***r,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,datang  telat dan mdf cacat,1,0
678,S***n,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,produk sesuai iklan dan selller layannya baik,5,1
2463,Mirna,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Tidak ada ulasan,2,0
679,F***i,Meja Kantor Dengan Laci/Meja Kerja Kayu/Meja Belajar/Meja Komputer/PC,mejanya bagus dan kokoh..,5,1
680,Muktahiri,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"barang mulus,sesuai deskripsi,cuma baut2 ada yg kurang dan papan penutup untuk laci kecil tidak ada,harus extra nambahin bahan dan baut,bnyak baut dan paku yg tidak terpa...",5,1
2471,a***d,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sekrup datar kurang 2,3,0
681,Muktahiri,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang sesuai deskripsi..
respon seller ramah dan cepat,good lah",5,1
2477,Bun,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,barang tidak pernah sampai ke alamat saya. komplain sudah diajukan. sudah hampir 2 bulan dana saya belum dikembalikan.,1,0
682,Pujilanaa,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,kualitas barang bagus cuman bagian tutup lemari ada yang patah dan udah info tapi ga ada feedback nih,4,1
2490,K***g,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Kualitas barang kurang maximal, dudukan nya sobek",3,0
683,Azman,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"sesuai pesanan  bagus dan kokoh, cuman sayang bahan meja nya pakai bubuk gergaji bukan pure kayu, overall oke sih untuk harga segini worth to buy 👌",5,1
2499,Andi,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Perpaduan serasi antara pelapak dan pihak expedisi. Pesan 15 des sampai 13 jan. Lama ditunggu pas sampai paket acak kadut pas dibuka bikin takjub. Brg beret parah baut td...,1,0
685,Bramanto,Bangku Rias / makeup stool / bangku samping tempat tidur / Kursi piano,"mudah dibangun, cantik, harga terjangkau",5,1
2515,A***l,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,ada sobek pada bagian alas kursi.,3,0
691,Ema,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Rak lumayan kokoh. Kualitas sesuai harga,5,1
2533,Furqon,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,"Lama banget bikinnya, bingung, overall bisa dipake tapi desain kayunya agak ga ngepas jadinya agak koclak koclak lacinya

plus kakinya not recommended banget dah, baru di...",3,0
2535,V***t,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"kurang 1 part, tidak ada solusi. mengecewakan",1,0
693,TGH,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"ukuran pas utk di pinggiran, tidak terlalu makan tempat. Brg yg diterima material lumayan oke.",5,1
2541,B***i,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"Barang yg dtg kotor, ga ada petunjuk pemasangan, ditanya ke seller ga dibalas.",1,0
696,Indrawati,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,kualitas materialnya bagus dan mudah merakitnya,5,1
697,Arif,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"mejanya bagus, cukup kokoh, sangat worth it untuk harganya.",5,1
2543,r***i,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Besi nya terlalu tipis, smoga kedepannya bisa di perbaiki",3,0
698,R***o,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,bagus,5,1
2545,Andi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Mejanya goyang bgt,3,0
2547,Afifah,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"maap nih, banyak yang bocel, murnya juga ada yg ga lengkap..untung masih bisa diakalin.. bukaanya keset juga, agak sussah.. yaah okelah masih bisa dipake, ga tau awet apa...",3,0
699,R***o,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,bagus,5,1
2557,E***y,Meja Bar / Ruang Tamu Meja Kopi / Coffee Table / Meja tamu Minimalis,Tidak ada ulasan,2,0
700,M***a,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"pembelian ke dua kali nya. seller sebenernya responsif. packing jg seharus nya udh aman ya dr pihak seller, mkn ini sampai nonggol keluar wkt proses di ekspedisinya. untu...",4,1
2571,Firman,Rak Serbaguna Rak Buku Portable Lemari Buku Serbaguna Rak Dekorasi,"besi kecil, tapi kualitas lumayan sesuai harga.",3,0
702,nasrudin,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,Cantik,5,1
704,Nur,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,Tidak ada ulasan,5,1
2584,Candra,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"meja datang dalam keadaan bagus, sayangnya kotak bau pesing, setelah saya buka mejanya juga ikut bau, akhirnya saya lap2 pake pembersih meja baunya hilang. dari segi desi...",3,0
2588,Indra,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Toko kurang teliti dalam memilih jenis barang, saya mesan sesuai deskripsi dengan 3 layer, tapi yang sampai Dan setelah pemasangan ternyata 2 layer saja, untuk pelanggan...",1,0
706,Muhammad,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"Murah, desain oke, pasangnya gampang. Cuma finishing emang ga serapih ikea punya.",4,1
2596,Aziz,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,komponen yg dikirim salah sehingga tdk bisa digunakan sebagai tempat duduk sesuai promosinys,1,0
707,Gilbert,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,minimalis desainnya,5,1
2600,Aminullah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sampainya lama, stiker nya ada yg sobek",3,0
708,Kusdi,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,kokoh,5,1
2611,Ri,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,LED mati,3,0
709,R***r,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,"Barang oke, sesuai harga 🙂🙏",5,1
2612,Bayu,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Ada beberapa Part yang belum dilubangi sehingga tidak bisa dipasang, beberapa sisi terlihat rusak semoga awet",3,0
710,Fadhly,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Mejanya bagus sesuai dengan harga cuma lumayan goyang lebih baik taro di ujung,5,1
711,Hendy,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"bagus, mudah pemasangannya, semoga awet",5,1
2613,B***z,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Produknya bagus, kokoh, design rapi, sesuai dengan gambar. 
Tapi pengiriman lama sekali, saya harus nunggu hampir 2minggu, ditambah produk diterima dengan kondisi baret2...",3,0
2631,A***n,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Beberapa sambungan dan lubangnya tidak pas,2,0
712,Handy,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang sesuaiii,recomended seller 👍👍",5,1
2632,A***n,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Saya pikir laci, ternyata pintu saja. Beberapa baut tidak lengkap",2,0
715,Timor,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,sesuai deskripsi,5,1
718,C***a,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"Materi ok, kuat kokoh, seller ramah fast response, ada petunjuk pemasangan. Jumlah baut kurang 😭 harusnya di lebihkan malah buat cadangan. Uda gitu ada yg cacat bautnya,...",4,1
2633,A***n,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,Tidak ada ulasan,2,0
722,R***s,Meja Kantor Dengan Laci/Meja Kerja Kayu/Meja Belajar/Meja Komputer/PC,"Perjuangan 2,5 jam untuk memasang meja. Lumayan buat olah raga.",5,1
2634,Dedy,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,tdk sesuai yg diharapkan,3,0
2639,Wien,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"sebelumnya sy mmg membaca ulasan dr pembeli² terdahulu..
permasalahan ada di packagingnya..
dan ternyata sy jg ngalamin.. beli 4 pcs.. ga ada dus sama sekali..
cuma di ma...",3,0
723,A***a,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,partisinya gak tertempel,4,1
724,Kusuraelan,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"produk berkualitas, kokoh, pemasangan mudah 👍",5,1
2640,Cepi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,kualitas mwngecewakan tidak kokoh khususnya kabibetnya.tidak sebandinf dg harganya,2,0
725,S***i,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,patah kayu dasarnya,4,1
2648,Iana,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,Sangat tidak puas karena hasil berbeda sama yg di foto asli. Pemasangannya ribet tidal semua papan ada bolongan utk sekrupnya dan banyak yg ga ada nomernya. Lacinya jg ti...,2,0
727,HIsam,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"bagus banget  , bahannya bagus modelnya cantik elegan pengirimannya cepat  . penjual nya baik sekali  . pokoknya recommend banget",5,1
2657,Y***i,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,"pengirimannya lama bgt, tp selebihnya ok. Seller ramah dan gercep.",3,0
729,Mang,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,Untuk improve : harus ada QC untuk setiap barang yang akan di kirim. serta perbaikan packing yang lebih baik agar barang sampe ke customer tetap dalam kondisi yang baik.,5,1
2658,Y***i,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"seller responsif bgt, tiap ada issue gercep bales krn barang yg dikirim ga ada instruksi yang jelas. Part dan Instruksi digital yg dikirim seller tdk update krn ada beber...",3,0
2664,layang,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,kerangka besi terlalu kecil gampang patah,3,0
730,Taufik,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,oke,5,1
2667,Fajar,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Banyak yg kurang presisi dan tidak pas, harap dilakukan perbaikan agar lebih baik lg",3,0
731,Christian,Meja Gaming/Meja PC/Meja Kantor/Meja Belajar/Meja Permainan Komputer,Diterima dengan baik,5,1
732,Christian,Meja kerja/belajar/komputer/laptop/desktop/studi dengan kursi gratis,Diterima dengan baik,5,1
2683,Brand,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,JANGAN BLI DI TOKO INI.. BARANG SAMPAH DI JUAL.....,1,0
2684,Alfon,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"mejanya kurang sturdy, kakinya ga rata jadi agak goyang2",3,0
734,Amas,Meja Tamu / Meja Kopi / Coffee Table / Meja Tamu Minimalis Modern,Barang bagus sesuai deskripsi. Mantap. Terima kasih.,5,1
2687,Luhur,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Jangan pakai JNE Trucking karena agen JNE yang digunakan tidak telaten. Pesanan saya hilang di agen tempar penjual mengirimkan barang. 

Penjual fast response membalas pe...",3,0
735,Ridwan,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,lumayan lah,5,1
736,A***s,Rak Mesin Cuci/Rak Serbaguna/Rak Laundry/Rak Cuci/Toilet Organizer,Cocok untuk mesin top loading... Difoto adalah mesin cuci Sharp ukuran 7KG....,5,1
2689,Panggil,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kemasan kurang safety, kardus sudut"" nya banyak yg sobek, dan kondisi papan sudutnya ada yg tidak d lindungi sterofoam.",3,0
737,Imam,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"ya namanya barang murah, modelnya aja yg bagus, biar bisa presisi harus di ganjal ganjal, overall gak jelek gak istimewa, B aja dengan harga segini",5,1
2692,Grace,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kualitas barang jelek bgt, tdk ada petunjuk cara merakit..kayu melenting ,kanan kiri ga seimbang  , kapok saya  jelek banget",1,0
739,Hendra,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Begitu terpasang baru kelihatan kokohnya💪👍,5,1
2698,N***y,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sekrupnya Gak bisa masuk Salah satu crossbarnya.. dan penjualnya malah ngelawak, katanya kalau di stocknya bisa.. ya iya bisa, di instruksinya mmg Harusnya bisa masuk, Si...",2,0
2699,Stephen,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Tidak sesuai ekspektasi, katanya muat 12.
Realitanya muat 4",2,0
740,Andhika,Alarm Pintu Jendela / Smart Window & Door Sensor - Sensor Pintar Wi-Fi,v VCC to tx. m,5,1
741,Muhidin,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,pelayanan sangat baik,5,1
2720,Des,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,material jelek,3,0
2721,y***i,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,Tidak ada ulasan,1,0
743,HARIS,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Barang cepat sampai, seller ramah dan informatif, barang cukup kokoh dan presisi, mudah dirakit.",5,1
2723,ZAENAL,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,standar lah g bgs bgs amat,3,0
746,Aufar,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,"Diterima sesuai prediksi, ga ada kerusakan, berfungsi dengan baik, worthy! maap ya baru sempet ngasih ulasan, sibuk lebaran kemaren 😁",5,1
2729,r***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang sebenarnya bagus, namun proses pengiriman lama
kemudian barang sampe sudah tidak mulus lagi , beberapa bagian retak dan rusak, serta plastik baut sudah bolong sehi...",1,0
747,Kang,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Ukuran Pas, Mudah dirangkai. Cukup Kokoh",5,1
2730,maya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,1,0
748,Sje,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,Tidak ada ulasan,5,1
2731,Putri,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Barang banyak dent tapi packing rapi,3,0
749,Jatu,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,"pengiriman ok, kualitas lumayan bagus. mudah2an tidak cepat getas..",5,1
2738,I***n,Alarm Pintu Jendela / Smart Window & Door Sensor - Sensor Pintar Wi-Fi,"Tidak ada musik lainnya buat peringatan, saya jadi dimarahain ortu",3,0
750,Santi,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,"Berhasil juga rakitnya. Tulisan pada Manualnya terlalu kecil. Tp tetap bs dibaca. Ada kurang 2 baut yg ga cocok, jadi harus di akali sendiri. Materiam rapi potongannya. H...",5,1
751,Rangga,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"cepat sekali prosesnya dah mudah rakit, dan lumayan kokoh",5,1
2744,jait,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Barang lama sekali sampai,3,0
2745,wahid,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,sudah ke 2 kalinya dengan pesanan yang sama pesanan pertama salah kirim pesanan yang ke 2 tdk lengkap baut dan aksesoris nya TDK ada,1,0
752,Hendri,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,"Biar bintang yg berbicara ,seller nya ramah",5,1
2746,wahid,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,salah barang,1,0
753,Dwiko,Rak Sepatu kayu / Anti Debu Lemari Sepatu kayu lipat/ Rak Sepatu Susun,gampang di setting..brg ok..cuma tulisan panduan pasang kecil bgt,5,1
757,e***i,Lemari Dapur Minimalis/Kabinet Dapur/Lemari Piring/Lemari Multifungsi,"Pemasangan susah krn tidak ada nomor panduan, lain kali bisa diberikan nomor panduan. Barang bagus.",5,1
2755,A***o,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,barang baru dibuka sudah banyak yang rusak,1,0
758,Abdul,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"barang sesuai foto, mantap semoga awet",5,1
2765,Danial,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,pelayanannya buruk.,1,0
759,Ema,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,bagus. sempat kebalik pasang saat awal. akhirnya selesai,5,1
2769,A***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,1,0
2779,Ade,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,ada 1 part yang kebalik di lasnya jadi ga bisa di pasang,3,0
760,heryanto,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Produk bagus, respon seller ok",5,1
2781,Lilis,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,1,0
761,Kei,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,oke lah,5,1
2783,Danial,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,sekrupnya kurangi.,2,0
763,Kei,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,lumayan,5,1
764,F***a,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,Meja ini bagus simpel dan meja nya bagus kecil ramping,5,1
2786,Efrizal,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak kokoh,3,0
2789,E***h,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"pasangnya butuh effort lebih, manual petunjuk pasangnya ada tp ngga jelas, yg hobi puzzle mgkn suka krn penuh tantangan, butuh waktu bbrp hr buat ilangin bau bahannya",3,0
765,arinal,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"worth it, bukan kayu, tapi bahan tebal dan kokol.",5,1
2793,w***u,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,retak,3,0
766,Sugeng,Homedoki Meja Belajar / Meja komputer / Meja Kerja / Meja Kantor Kayu,barang sudah diterima pengiriman cepat,5,1
768,F***i,Rak Gantung Baju Kayu/Stand Hanger/Rak Gantungan/Rak Baju/Rak Pakaian,"lumayan lah, kualitas sesuai harga",5,1
2796,Mario,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,Tidak ada ulasan,2,0
2799,Dr,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Tidak ada mur dan baud. meja belajar TIDAK DAPAT DIPASANG. SAYA SANGAT KECEWA,1,0
771,noviantos,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Mantep juga nih,5,1
772,Riani,Rak Sepatu Kayu/Rak Sepatu Minimalis/Rak Sepatu Susun/Rak Multifungsi,Kualitas sangat bagus! Harga terjangkau! Jadi rapih,5,1
2816,B***U,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,Kualitas baik namun Pengiriman sangat lama,3,0
2825,M***M,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"respon cepat, pengiriman lambat, gak sesuai pilihan kurir",3,0
773,Arief,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Rak lemari mudah dirangkai, beberapa ujung ada yg terkelupas bisa dilem",4,1
2830,B***u,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,meja lumayan kokoh. daun meja tebal dan nerat.. sayang ada 3 titik cacat (foto) spertinya pada proses penyimpanan.. overall bagus sesuai dgn harga 600ribuan,3,0
774,I***r,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"ada sedikit masalah minor, Fisher untuk papan mejanya ada yg terbalik. harus dikorek dulu baru dipasang lagi dgn benar. 

selebihnya OK",5,1
2834,Kalis,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,sudah tunggu sampai 2 minggu barang belum juga diterima.. setelah komplain ternyata barang hilang dipengiriman.. kok bisa.. 😅,2,0
775,Tresnha,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Simple, bagus dan tidak mengecewakan dengan harga yang segitu",5,1
2851,Cakra,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"manual dalam bahasa mandarin, packaging juga seadanya, saat di angkat baut2 sudah ada yang keluar dr kardus",2,0
776,Adrian,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mejanya bagus, cukup kokoh untuk harga segini. Untuk pemasangannya gampang dan cepat, hanya awalnya aja yang bingung ada beberapa jenis baut tapi tidak ada keterangan di...",5,1
2853,Imamsyah,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,cara memasangnya pake bahasa cina dan skrupnya tidak ditaruh di sembarangan,1,0
779,G***i,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Bagus seh walopun agak tipis papannya. Pengiriman agak lumayan lama. Kelengkapan sesuai, ada yg penyok dikit diujungnya. Untungnya agak ketutup.",5,1
2854,Imamsyah,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,sekrupnya tidak ada,1,0
780,Handi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,good👍👍,5,1
2858,Elya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Panduan Perakitannya kurang jelas,3,0
781,Handi,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",good👍,5,1
2861,Surjaningsih,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,Barang yang saya terima patah jd tdk bisa dirakit jd meja belajar.😭😭,3,0
782,E***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,bgs sampai di wkt yg tepat tks,5,1
784,Ryan,Rak Susun Portabel / Tempat Buku / Rak Buku Kayu Minimalis / Rak Kamar,Tidak ada ulasan,5,1
2865,Lysenko,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,A lot of scratches on the table. Angles damaged,2,0
785,H***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,bagus,4,1
2866,mohammad,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"kasih bintang 3 untuk effornya memperbaiki kesalahan. ada baut minifix yg kurang, jadi rak ga bisa di pasang. lapor ke seller dan di kirimkan. tp karena lama akhirnya bel...",3,0
787,A***l,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,bagus pengiriman aman,5,1
2869,W***u,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,mejanya kurang kokoh,3,0
2870,A***i,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,rumit,2,0
788,Fellis,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,mungil benar2 minimalis...hehehe..terima kasih,5,1
790,faizal,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Cakep mejanya,5,1
2874,F***h,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"barangnya susah di rangkai, petunjuknya tidak jelas",3,0
793,darmojo,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"Pengiriman cepat, barang bagus sesuai gambar ,cuma dudukan injak kaki dari plastik kurang kuat",5,1
2877,Yusak,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,baut kurang 1 dan lapisan nya pada ngelupas.. admin ditanya tidak kasi solusi yg baik utk customer malah menyalahkan ekspedisi nya,2,0
2878,Teofilus,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,2,0
795,irfan,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,barang bagus banget dan mudah proses rakitnya,5,1
2895,Suan,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Tidak ada ulasan,1,0
