Nama Pelanggan,Produk,Ulasan,Rating
Yuli,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Bahannya bagus Berfungsi dengan Baik! Packing aman 👍,5
Sumardi,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,barang sesuai,4
Sri,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,barangnya lumayan bagus harga segitu sih...semua lengkap tidak ada yg kurang,5
A***n,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Beberapa sambungan dan lubangnya tidak pas,2
A***n,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Saya pikir laci, ternyata pintu saja. Beberapa baut tidak lengkap",2
A***n,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,Tidak ada ulasan,2
Dedy,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,tdk sesuai yg diharapkan,3
O***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Kualitas bagus, sesuai dengan harganya. Perakitan mudah.",5
H***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kualitas oke, walaupun pasangnya luar biasa ribet, butuh ketenangan dan detail dlm membaca lembar petunjuk",5
lynda,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"lemarinya bagus 👍🏼. 
maaf baru mengulas karena baru sempat rakit",5
okmal,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Sesuai dengan gambar. Kmaren smpat ada kekurangan mur dan baut2 nya tpi sellernya bertanggung jawab dan mengirim kekurangan mur bautnya. Terima kasih..,5
Wien,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"sebelumnya sy mmg membaca ulasan dr pembeli² terdahulu..
permasalahan ada di packagingnya..
dan ternyata sy jg ngalamin.. beli 4 pcs.. ga ada dus sama sekali..
cuma di ma...",3
Cepi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,kualitas mwngecewakan tidak kokoh khususnya kabibetnya.tidak sebandinf dg harganya,2
F***n,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,cukup baik untuk harganya. Saran tutorial pemasangan kl bisa di perbesar dgn kualitas cetak yg baik biar mudah di baca. Dan kalau bisa pengiriman di kasih Bubble atau str...,4
LAVINSON,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"terdapat cacat dibeberapa titik, mngkin lain kali bisa lbh diperhatikan ya. Thanks",4
P***i,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"bagus, tp sayang ny, kurang laci... ttp recommended 👍",5
N***a,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,5
ivan,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"sampai dengan selamat tanpa rusak yg berarti. lecet2 mikro aja, itu juga cuma sedikit. instruksi perakitan cukup jelas",5
S***o,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"Warna sesuai Ukuran sesuai Barang sampai dengan aman Harga oke
terimakasih",4
Iana,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,Kalo yg ini puas krn pasangnya gampang bgt dan kokoh ga oglek2,5
Iana,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,Sangat tidak puas karena hasil berbeda sama yg di foto asli. Pemasangannya ribet tidal semua papan ada bolongan utk sekrupnya dan banyak yg ga ada nomernya. Lacinya jg ti...,2
Vency,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"hrg ok, sesuai kualitas, cukup rapi buatannya, mdh2n awet",5
Cut,Rak Penyimpanan Susun 4/5 Tingkat Besi Rak Dapur Microwave Kamar Mandi,manis banget hasilnya.,5
Desy,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Admin respon dengan baik 👍🏻,4
Kristin,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,barang sdh tiba dgn selamat semua baik tdk rusak aman semua 👍,5
Andy,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,not bad 😁,4
Barkah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"barang sesuai deskripsi, paking aman, cepat sampe",5
uray,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,paketnya sudah sampai. aman,5
Fauzan,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Ukuran akuran, ringan dan mudah dirakit. Sayangnya salah satu sudutnya retak dan terkelupas.",4
Y***i,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,"pengirimannya lama bgt, tp selebihnya ok. Seller ramah dan gercep.",3
Y***i,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"seller responsif bgt, tiap ada issue gercep bales krn barang yg dikirim ga ada instruksi yang jelas. Part dan Instruksi digital yg dikirim seller tdk update krn ada beber...",3
Sabdono,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sesuai deskripsi,5
L***n,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,kursinya bagus. terimakasih.,5
sutejo,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,kemasan ada robek baiknya d Babel dalamnya biar gak lecet,5
Opay,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,respon cpt dn barang cpt sampe mantap 👍 makasih gn kwalitas bagus,5
D***s,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,lecet waktu pengiriman selebihnya bagus,4
layang,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,kerangka besi terlalu kecil gampang patah,3
Afrizalteti,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Material Produk Bagus,5
Andi,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Ok, bagus, tp set nya perlu 1/2 hri.",5
Fajar,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Banyak yg kurang presisi dan tidak pas, harap dilakukan perbaikan agar lebih baik lg",3
I***n,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,"Pengiriman cepat sekalipun dg diskon ongkir. seller responsif. Barang lumayan bagus untuk harga yg reasonable. Namun untuk lemari dari kayu pres, serbuk kayunya gampang l...",4
A***k,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Bagus, kokoh, pengiriman cepat",5
adib,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"barang kwalitas bagus, cepat respons,, joss",5
Febby,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Tidak ada ulasan,5
A***a,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"kardus pas datang berlubang, tapi meja aman si, belum coba rakit, saran mungkin bisa ditambah bubble warp lagi buat opsi supaya pengiriman lebih aman",4
M***d,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Tidak ada ulasan,5
Win,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Sesuai pesanan,5
Ikhsan,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang sesuai pesanan selebihnya ok pemasangan mudah,5
A***L,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,mksh sist pesan sdh sampai tinggal di rakit aja raknya.,5
Alexander,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"sesuai dengan gambar, kualitas oke sesuai harga 🙏",5
M***d,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5
E***i,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Terima kasih banyak🙏orang baik n sopan🙏🙏🙏☺️,5
Parinovita,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,barangny bagus cocok juga saya...,5
Syanti,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"bagus, ga ada yg l3cet. packing rapi. walaupun streoform ada yg hancur. ok banget. keep up ur service. semoga awet",5
Laode,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"barang bagus rekomendasi, kayu tebal, cuma lubang untuk meja tidak pas, perlu usaha dan waktu untuk memasukkan baut hingga pas ke lubang itupun aku paksa masuk hingga 3 b...",5
Brand,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,JANGAN BLI DI TOKO INI.. BARANG SAMPAH DI JUAL.....,1
Alfon,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"mejanya kurang sturdy, kakinya ga rata jadi agak goyang2",3
Fariz,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"lubang baut ke alas meja tidak bisa masuk 1, overall good",4
Toppers30888910,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,walaupun agak ribet pasang tp sesuai harapan,5
Luhur,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Jangan pakai JNE Trucking karena agen JNE yang digunakan tidak telaten. Pesanan saya hilang di agen tempar penjual mengirimkan barang. 

Penjual fast response membalas pe...",3
Zaenal,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Sesuai harga,5
Panggil,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kemasan kurang safety, kardus sudut"" nya banyak yg sobek, dan kondisi papan sudutnya ada yg tidak d lindungi sterofoam.",3
A***n,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"barangnya bagus, pengiriman cepat, seller responsif, tp gak ad  buku manual jd agak lama pemasangannnya, rekomen lah...",5
Abdul,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Thanks,5
Grace,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kualitas barang jelek bgt, tdk ada petunjuk cara merakit..kayu melenting ,kanan kiri ga seimbang  , kapok saya  jelek banget",1
D***n,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"sampainya cepet bangett.. pemasangan cukup mudah, yaa semoga awettt saja",5
Lita,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Kualitas sangat bagus! Harga terjangkau!,5
A***h,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,bgs sesuai  bngt,5
Codingers,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Alhamdulillah sampai dengan cepat, pemasangan juga lumayan mudah, hanya saja ada gompal2 sedikit hpl nya akibat pengiriman sepertinya. makasih min",5
hafzan,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"walaupun pintu nya gak tertutup rapet kanan kiri dan kurang simetris, tp yasudah ada harga ada barang 👍🏻",5
N***y,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sekrupnya Gak bisa masuk Salah satu crossbarnya.. dan penjualnya malah ngelawak, katanya kalau di stocknya bisa.. ya iya bisa, di instruksinya mmg Harusnya bisa masuk, Si...",2
Stephen,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Tidak sesuai ekspektasi, katanya muat 12.
Realitanya muat 4",2
R***n,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Mantapp!!,5
W***i,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mudah dirakit, cukup worthit untuk harga 200an, utk meja loptop di kamar, tidak disarankan utk beban berat.",5
Zhafar,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,mantapp,5
F***l,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Sesuai gambar,5
Alma,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Pusing banget ngerakitnya tapi baguuuuus,5
Adan,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,bagus,4
Arif,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mantaps.. Agan Seller'a Fast Response..
Paket Rapih dan cepat sampai..
Thanks Agan Seller..",5
N***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Bahan nya semua lengkap tanpa ada rusak
makasih buat kurir nya yg ramah dan seller yg bisa dinpercaya
puas dengan produk nya",5
Deni,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,terima kasih barang sudah sampai agak miring dikit tp gpp masih bagus .. semoga awet,5
H***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"oke, bagus, minimalis, harga terjangkau",5
Fauziah,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Tidak ada ulasan,5
Fauziah,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Ada noda hitam2 but its okey bisa dilap,5
ari,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang sesuai gambar,5
Rizky,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"mulus no minus, thx",5
Dean,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Tidak ada ulasan,5
Arie,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Produk Sesuai. meskipun agak ribet pasangnya tapi hasilnya cukup memuaskan,5
Suar,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"good quality, kokoh dan mudah dipasang 👍",5
l***k,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,Barang sampai dengan aman Ukuran sesuai Warna sesuai Harga oke,5
Lia,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Bagus sesuai gambar,5
Zahrian,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"cocok, berfungsi dengan baik sesuai gambar dan deskripsi",5
Des,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,material jelek,3
y***i,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,Tidak ada ulasan,1
Asep,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,produk sampai dengan selamat,5
ZAENAL,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,standar lah g bgs bgs amat,3
Roni,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kualitas bahan cukup baik. Pengemasan juga baik. Manual papernya bukan dengan Bahasa Indonesia, tapi cukup bisa mengikuti step2 gambar aja. Overall cukup puas sih dengan...",5
M,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"mejanya bagus,, mulus..
pengirimnya ramah,, penjualnya ramah..
lgsg pasang..",5
R***i,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Bagus, semoga awet",5
STEFANUS,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Ada harga ada rupa, overall bagus,.",5
Cahyanto,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,manthap barangnya bagus dan kokoh. cmn masukan untuk seller agar packing lebih safety lagi.. sayang kan barang bagus jadi rusak saat pengiriman,5
r***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang sebenarnya bagus, namun proses pengiriman lama
kemudian barang sampe sudah tidak mulus lagi , beberapa bagian retak dan rusak, serta plastik baut sudah bolong sehi...",1
maya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,1
Putri,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Barang banyak dent tapi packing rapi,3
Frans,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Lumayan sih..
Semoga awet aja.",5
Kasim,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Mantap,5
Kasim,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Mantap,5
Kasim,Bangku Rias / makeup stool / bangku samping tempat tidur / Kursi piano,Mantap,5
Ruchz,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,keren,5
erzan,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,ada yg rusak,4
I***n,Alarm Pintu Jendela / Smart Window & Door Sensor - Sensor Pintar Wi-Fi,"Tidak ada musik lainnya buat peringatan, saya jadi dimarahain ortu",3
Rio,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,kokoh bagus kuat,5
E***o,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"pemasangan gampang, panduan disediakan, disertakan obeng juga.. bahannya biasa saja.. cocok untuk harga kalau lagi diskon.. kalau tdk diskon kyknya sedikit krg pas..",5
I***i,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,"Packaging ok, proses pengiriman cepat. Ada petunjuk pemasangan yg jelas. Cukup kokoh, finjshing kaki dan dudukan kursi bagus.",5
J***i,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Standar lah ada harga ada barang, bahannya sejenis particle board. Packing nya kurang ok, jd pas pengiriman ada yg boncel2 krn komponen2 nya ngempleh2 di dalam kardus nya...",4
Luqman,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,kualitasnya cukup baik..pemadangan juga mudah,5
jait,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Barang lama sekali sampai,3
wahid,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,sudah ke 2 kalinya dengan pesanan yang sama pesanan pertama salah kirim pesanan yang ke 2 tdk lengkap baut dan aksesoris nya TDK ada,1
wahid,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,salah barang,1
vina,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"bingung cara pasangny, jok bagian atas tdk menempel pada laci jd sedikit agak ribet klu mau buka tutup bagia. atasny",4
Grinaldi,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"mungkin masukannya packing bisa dikasi bubble wrap, ngga cuma lakban fragile karena pengiriman kargo itu bar bar ekspedisinya.
apart from that, build quality bagus dan pe...",5
Wahid,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"Alhamdulillah sudah di rakit, worth to buy lah dengan harga segitu yang cukup murah. minus nya satu, bautnya ada yang kurang... tpi no prob.",5
Louis,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"udah ditunggu lama, akhirnya sampai juga, agak sedih ya, soalnya mejanya goyang goyang sedikit, tiap ngetik monitor juga goyang... tapi yaudah deh",4
D***d,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"kualitas materialnya cukup baik dan perakitannya cukup mudah, hanya kemasan kardusnya saat diterima sudah robek.",4
R***a,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,Kurang bolongan nya 1 tingkat buat rak dalam nya... hmm,4
L***n,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"barang sesuai deskripsi, bagusss",5
P***i,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"kurang jelas sih kertas petunjuk pemasangan nya, jd agak ribet,lumayan lamaaa dipasang nya, tp bagus sih setelah jadi...",5
A***o,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,barang baru dibuka sudah banyak yang rusak,1
Hendra,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,overall bahan yang dikirim oke. hanya ada terdapat sedikit finishing yg kurang rapi pada sudut2 kaki meja.,5
Ifan,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"barang samapai dengan aman 
packing aman 
cumq blm sempet ngerakit",5
Hendra,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,barang sesuai pesanan dan berfungsi dg baik,5
Hendra,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,barang sesuai pesanan dan berfungsi dg baik,5
Tan,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Bagus sekali,5
N***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,sesuai ekspektasi 👍🏼,5
eka,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Mur sama baut byk yg hilang jd ngerakitnya aga sedikit tricky overall utk harga segitu masih oke,4
Ifan,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mayan walau sedikit goyang tp enak pas posisi nya buat kerja dan naro laptop,5
Ifan,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,mantap oke lah dengan harga segini,5
Danial,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,pelayanannya buruk.,1
Arya,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,mejanya aman dan no cacat,5
Rima,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sukaaa.. bagus, kokoh dan cepat smpai",5
Dimas,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Manyap,5
A***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,1
P***i,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Terima kasih pesanan sudah saya terima dgn baik. Packing aman dan rapih, pengiriman ontime, produk cukup bagus dan mudah diinstalasi. Sukses terus ya. Aamiin yra",5
R***a,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"Modelnya bagus, bahannya bagus meskipun kursinya enteng tapi dengan harga segitu ini dah bagus banget.. hanya perlu hati2 aja kalo anak2 yg dudukin biar nggak jatuh",5
Budi,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"material sesuai harga, dr kejauhan design estetik",5
Oya,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"kualitas👍🏿👍🏿👍🏿
pengiriman lamah dan melewati estimasi🤦🏾‍♂️",5
K***s,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"barangnya bagus, rakitnya gampang, kotor dikit dilap cakep lg, kiriman cepet...",5
Hengky,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"design baik, kualitas sesuai harga. 
tidak bisa menahan beban berat di atas 50KG.",4
Tory,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Tidak ada ulasan,5
I***n,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"homedoki is ok buangetttt, nyesel deh kalo ga beli disini",5
Dai,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,bagus,5
Ade,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,ada 1 part yang kebalik di lasnya jadi ga bisa di pasang,3
A***a,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Bagus untuk harga segini dan semoga Awet yaa ini,5
Lilis,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,1
Kharisma,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,kualitas bagus dan di pack rapih. terima kasih yaa,5
Danial,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,sekrupnya kurangi.,2
Ari,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,"Pengirimannya cepet banget hny 1 hari pdhl pesennya di hari libur menjelang tahun baru 2023.
Packing rapih bagian dalamnya ditambah styrofoam, ga ada part yang rusak/gomp...",5
Aan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"produk sesuai gambar, meskipun adminnya lupa masukin kaki meja nya, tapi langsung di respon dan di kirim kaki kabinetnya nya..",5
Efrizal,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak kokoh,3
A***L,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"looknya sih bagus. harganya juga murah.
tapi sandarannya letoy. jadi ga aman buat sandar.
pemasangannya lumayan rumit hehe",4
Tintoon,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,Paket sudah diterima dengan baik bagus kuat muat baju banyak...pengen beli lagi discount lagi dong red volkadotnya...terima kasih,5
E***h,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"pasangnya butuh effort lebih, manual petunjuk pasangnya ada tp ngga jelas, yg hobi puzzle mgkn suka krn penuh tantangan, butuh waktu bbrp hr buat ilangin bau bahannya",3
A***s,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"material plat nya tipis, untuk daun meja nya sebaiknya dibuat tidak tajam, 
kualitas sesuai harga",4
A***a,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,"Sandarannya empuk, nyaman di pakai duduk, materialnya oke, pemasangan sedikit sulit untuk bisa ajeg awalnya, seller informatif, pengiriman kilat. Overall mantab, keep up...",5
A***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Sandarannya elastis, materialnya oke, pemasangan sedikit sulit untuk bisa ajeg awalnya, seller informatif, pengiriman kilat. Overall mantab, keep up the good work 👍👍",5
w***u,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,retak,3
Odo,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,mudah merangkainya mantaf barang kiriman pun cepat,5
e***y,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"pelapak reaponsif, pengiriman cepat. blm dibuka. semoga bagus, kuat dan barang sesuai gbr.",5
Mario,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,Tidak ada ulasan,2
Gian,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,barang alhamdulillah aman,5
Agustinus,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,trimakasih paketnya sudah sampai sesuai deskripsi dan gambar,5
