,Nama Pelanggan,Produk,Ulasan,Rating,label
2561,L***y,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,repeat order,5,1
2562,Yohannes,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"Kualitas sangat bagus! Harga terjangkau! Jadi rapih, Terima kasih seller.Rak buku nya 🙏 sdh keterima.dan lengkap.",5,1
2563,Lely,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Barang diantar setelah dikomplain datang langsung ke kantor JNE terdekat tgl 11 Januari 2023 pesanan dr tgl.31 Des 22

saat ini meja sudah dipasang dan bagus
terima kasih",5,1
2564,Toppers31976873,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,Tidak ada ulasan,4,1
2565,Imron,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"bagus, cepat sampai, tetapi kurang kokoh ya, overall bagus.. tks",5,1
2566,G***g,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,bagian stand monitornya ada yg boncel,4,1
2567,Hendra,Rak Penyimpanan Susun 4/5 Tingkat Besi Rak Dapur Microwave Kamar Mandi,"barang sudah sampai sesuai pesanan, kualitas bahan ok,  sudah dirakit, jadi rapi.  semoga awet",5,1
2568,Y***n,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"Thanks ya. Bagusnya di foto, aslinya kurang kokoh",4,1
2569,Jemi,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"sesuai harga, cakep, perakitan bisa diatasi tanpa emosi, sedikit lecet pas dateng tp termaafkan setelah selesai perakitan mandiri dg bantuan youtube juga. kepuasan tersen...",5,1
2570,ABDUL,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,barang ok,5,1
2571,Firman,Rak Serbaguna Rak Buku Portable Lemari Buku Serbaguna Rak Dekorasi,"besi kecil, tapi kualitas lumayan sesuai harga.",3,0
2572,D***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang nya bagus, pengiriman nya doang yg lama",4,1
2573,D***g,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Mantap...sukses selalu gan,5,1
2574,Yannick,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,always good,5,1
2575,Yusuf,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,"pemasangan sangat mudah, meja cukup kokoh.",5,1
2576,H***y,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Barang sampai dengan selamat, tanpa kekurangan suatu apapun, mantaps.",5,1
2577,H***y,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"Barang sampai dengan selamat, tanpa kekurangan suatu apapun, mantaps.",5,1
2578,Cut,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Passs banget buat diselipin di belakang pintu apartemen 👌🏻👌🏻👌🏻,5,1
2579,Tri,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,barang sesuai deskripsi semoga awet,5,1
2580,I***n,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sebanding dengan harganya ya,4,1
2581,Sekar,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"modelnya lucu bgt tp kurang kokoh mnurut sy, klo dipegang ky goyang2 krg stabil gitu. bagian kaki2nya mgkn lbh baik dilapis karet drpd kain sperti felt ato karpet tipis b...",4,1
2582,Ahmad,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Kualitas sangat bagus! Harga terjangkau! Jadi rapih,5,1
2583,Gerhard,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,mantap,5,1
2584,Candra,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"meja datang dalam keadaan bagus, sayangnya kotak bau pesing, setelah saya buka mejanya juga ikut bau, akhirnya saya lap2 pake pembersih meja baunya hilang. dari segi desi...",3,0
2585,A***f,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,oke 👌,5,1
2586,A***f,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,kualitas sebanding harga 👌,5,1
2587,Esto,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"mantap, harga sesuai dengan kualitas",5,1
2588,Indra,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,"Toko kurang teliti dalam memilih jenis barang, saya mesan sesuai deskripsi dengan 3 layer, tapi yang sampai Dan setelah pemasangan ternyata 2 layer saja, untuk pelanggan...",1,0
2589,Indra,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"untuk bahan lumayan okay, baut, paku dll gampang Di install di papan nya,",5,1
2590,Wiratama,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,mantap barang mudah dirakit dan bagus terjangkau,5,1
2591,M,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"alhamdulillah mendarat dengan aman..
produknya bagus,, catnya rapih,, las2annya rapih,, pas di pasang kokoh,, cocok bwt kerja dirumah..",5,1
2592,Dimas,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"bagus, tpi sepertinya scruepnya kurang satu but overall ok sih",5,1
2593,M***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,produk diterima dengan lengkap. packing baik. proses pengiriman cepat,5,1
2594,Elisa,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"mejanya oke. ukurannya pas, modenya simpel. raknya praktis.",5,1
2595,Heni,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,bagus sih modelnya cuma muat sepatunya sedikit banget dan belakang lemarinya aq kira ketutup taunya bolomg. makasih ya...,5,1
2596,Aziz,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,komponen yg dikirim salah sehingga tdk bisa digunakan sebagai tempat duduk sesuai promosinys,1,0
2597,Rastra,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Meja nya bagus, cukup nyaman tapi jangan terlalu diteken aja mejanya soalnya aga tipis. Mantap 👍",5,1
2598,ARSYA,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,"agak susah merakitnya, lumayan bagus lah",5,1
2599,Fauzi,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Barang sesuai Deskripsi, lumayan susah merakit nya, tapi Alhamdulillah bisa selesai ada kepuasan sendiri, tapi busa tempat duduknys gak ada selotip / double tip jadi gese...",5,1
2600,Aminullah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sampainya lama, stiker nya ada yg sobek",3,0
2601,Wisnu,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Pelayanan cepat. Barang datang lebih awal dari estimasi 👍,5,1
2602,Wisnu,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Pelayanan cepat. Barang datang lebih awal dari estimasi 👍,5,1
2603,T***n,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Tidak ada ulasan,5,1
2604,Dias,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"baut dan bracket nya sempat ga kekirim, tapi admin responsive mengirimkan kembali. ada part yg retak jg.",4,1
2605,Edelin,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,lacinya ga pas wkt di pasang. gampang copot,4,1
2606,C***r,Meja Bar / Ruang Tamu Meja Kopi / Coffee Table / Meja tamu Minimalis,Puas dg produknya …Mejanya rapih..kaki2nya juga kokoh….,5,1
2607,G***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"kerangkanya menurut saya harus ditambah lagi di bawahnya, soalnya masih aga reyot",4,1
2608,ade,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"gampang masangnya, ibu2 jg bisa",5,1
2609,ade,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,"bagus, tp masangnya butuh waktu dan niat yg kuat 😆",5,1
2610,arif,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5,1
2611,Ri,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,LED mati,3,0
2612,Bayu,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Ada beberapa Part yang belum dilubangi sehingga tidak bisa dipasang, beberapa sisi terlihat rusak semoga awet",3,0
2613,B***z,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Produknya bagus, kokoh, design rapi, sesuai dengan gambar. 
Tapi pengiriman lama sekali, saya harus nunggu hampir 2minggu, ditambah produk diterima dengan kondisi baret2...",3,0
2614,Purnomo,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,Bakal repeat order,5,1
2615,H***s,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,okee mantaap,5,1
2616,Yopi,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"pengepakan okee..
kualitas sesuai harga, 
ada sedikit bnturan rusak dibagian ujung.",5,1
2617,A,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,Kaki2 nya kurang kokoh jadi agak ringkih,4,1
2618,Muhammad,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"ketika sampai agak retak, mungkin karena dri logistik nya ya",5,1
2619,W***i,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Produk OK sesuai harga.
Semoga awet.",5,1
2620,DENNY,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"Proses cepat, barang sesuai foto",5,1
2621,Niall,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Instructions are difficult to follow but the product is good,5,1
2622,priyo,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,gudd banget barangnya,5,1
2623,Fajar,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Barang cepat sampai, cuma banyak bagian yang tidak presisi dan mengelupan",4,1
2624,S***i,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,Barang sesuai Foto & Kondisi Bagus,5,1
2625,a***a,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"proses cepat, kursiny juga bagus,, cocok buat blajar anak..",5,1
2626,A***A,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,pengiriman cepat barang sesuai deskripsi semoga awet,5,1
2627,A***A,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,"pengiriman cepat, barang sesuai deskripsi, semoga awet",5,1
2628,Yuli,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Bahannya bagus Berfungsi dengan Baik! Packing aman 👍,5,1
2629,Sumardi,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,barang sesuai,4,1
2630,Sri,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,barangnya lumayan bagus harga segitu sih...semua lengkap tidak ada yg kurang,5,1
2631,A***n,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Beberapa sambungan dan lubangnya tidak pas,2,0
2632,A***n,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Saya pikir laci, ternyata pintu saja. Beberapa baut tidak lengkap",2,0
2633,A***n,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,Tidak ada ulasan,2,0
2634,Dedy,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,tdk sesuai yg diharapkan,3,0
2635,O***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Kualitas bagus, sesuai dengan harganya. Perakitan mudah.",5,1
2636,H***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kualitas oke, walaupun pasangnya luar biasa ribet, butuh ketenangan dan detail dlm membaca lembar petunjuk",5,1
2637,lynda,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"lemarinya bagus 👍🏼. 
maaf baru mengulas karena baru sempat rakit",5,1
2638,okmal,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Sesuai dengan gambar. Kmaren smpat ada kekurangan mur dan baut2 nya tpi sellernya bertanggung jawab dan mengirim kekurangan mur bautnya. Terima kasih..,5,1
2639,Wien,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"sebelumnya sy mmg membaca ulasan dr pembeli² terdahulu..
permasalahan ada di packagingnya..
dan ternyata sy jg ngalamin.. beli 4 pcs.. ga ada dus sama sekali..
cuma di ma...",3,0
2640,Cepi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,kualitas mwngecewakan tidak kokoh khususnya kabibetnya.tidak sebandinf dg harganya,2,0
2641,F***n,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,cukup baik untuk harganya. Saran tutorial pemasangan kl bisa di perbesar dgn kualitas cetak yg baik biar mudah di baca. Dan kalau bisa pengiriman di kasih Bubble atau str...,4,1
2642,LAVINSON,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"terdapat cacat dibeberapa titik, mngkin lain kali bisa lbh diperhatikan ya. Thanks",4,1
2643,P***i,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"bagus, tp sayang ny, kurang laci... ttp recommended 👍",5,1
2644,N***a,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,5,1
2645,ivan,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"sampai dengan selamat tanpa rusak yg berarti. lecet2 mikro aja, itu juga cuma sedikit. instruksi perakitan cukup jelas",5,1
2646,S***o,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,"Warna sesuai Ukuran sesuai Barang sampai dengan aman Harga oke
terimakasih",4,1
2647,Iana,Meja Ruang Tamu Meja Samping Tempat Tidur Meja Sofa Kayu Meja Nakas,Kalo yg ini puas krn pasangnya gampang bgt dan kokoh ga oglek2,5,1
2648,Iana,Meja Rias LED Minimalis / Meja Rias LED / Meja Lantai / Meja Kamar LED,Sangat tidak puas karena hasil berbeda sama yg di foto asli. Pemasangannya ribet tidal semua papan ada bolongan utk sekrupnya dan banyak yg ga ada nomernya. Lacinya jg ti...,2,0
2649,Vency,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"hrg ok, sesuai kualitas, cukup rapi buatannya, mdh2n awet",5,1
2650,Cut,Rak Penyimpanan Susun 4/5 Tingkat Besi Rak Dapur Microwave Kamar Mandi,manis banget hasilnya.,5,1
2651,Desy,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Admin respon dengan baik 👍🏻,4,1
2652,Kristin,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,barang sdh tiba dgn selamat semua baik tdk rusak aman semua 👍,5,1
2653,Andy,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,not bad 😁,4,1
2654,Barkah,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"barang sesuai deskripsi, paking aman, cepat sampe",5,1
2655,uray,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,paketnya sudah sampai. aman,5,1
2656,Fauzan,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Ukuran akuran, ringan dan mudah dirakit. Sayangnya salah satu sudutnya retak dan terkelupas.",4,1
2657,Y***i,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,"pengirimannya lama bgt, tp selebihnya ok. Seller ramah dan gercep.",3,0
2658,Y***i,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"seller responsif bgt, tiap ada issue gercep bales krn barang yg dikirim ga ada instruksi yang jelas. Part dan Instruksi digital yg dikirim seller tdk update krn ada beber...",3,0
2659,Sabdono,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sesuai deskripsi,5,1
2660,L***n,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,kursinya bagus. terimakasih.,5,1
2661,sutejo,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,kemasan ada robek baiknya d Babel dalamnya biar gak lecet,5,1
2662,Opay,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,respon cpt dn barang cpt sampe mantap 👍 makasih gn kwalitas bagus,5,1
2663,D***s,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,lecet waktu pengiriman selebihnya bagus,4,1
2664,layang,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,kerangka besi terlalu kecil gampang patah,3,0
2665,Afrizalteti,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Material Produk Bagus,5,1
2666,Andi,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Ok, bagus, tp set nya perlu 1/2 hri.",5,1
2667,Fajar,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Banyak yg kurang presisi dan tidak pas, harap dilakukan perbaikan agar lebih baik lg",3,0
2668,I***n,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,"Pengiriman cepat sekalipun dg diskon ongkir. seller responsif. Barang lumayan bagus untuk harga yg reasonable. Namun untuk lemari dari kayu pres, serbuk kayunya gampang l...",4,1
2669,A***k,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Bagus, kokoh, pengiriman cepat",5,1
2670,adib,Meja Tv Minimalis / Meja TV Minimalis Kabinet / TV Stand Cabinet,"barang kwalitas bagus, cepat respons,, joss",5,1
2671,Febby,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Tidak ada ulasan,5,1
2672,A***a,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"kardus pas datang berlubang, tapi meja aman si, belum coba rakit, saran mungkin bisa ditambah bubble warp lagi buat opsi supaya pengiriman lebih aman",4,1
2673,M***d,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Tidak ada ulasan,5,1
2674,Win,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Sesuai pesanan,5,1
2675,Ikhsan,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang sesuai pesanan selebihnya ok pemasangan mudah,5,1
2676,A***L,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,mksh sist pesan sdh sampai tinggal di rakit aja raknya.,5,1
2677,Alexander,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"sesuai dengan gambar, kualitas oke sesuai harga 🙏",5,1
2678,M***d,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Tidak ada ulasan,5,1
2679,E***i,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Terima kasih banyak🙏orang baik n sopan🙏🙏🙏☺️,5,1
2680,Parinovita,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,barangny bagus cocok juga saya...,5,1
2681,Syanti,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"bagus, ga ada yg l3cet. packing rapi. walaupun streoform ada yg hancur. ok banget. keep up ur service. semoga awet",5,1
2682,Laode,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"barang bagus rekomendasi, kayu tebal, cuma lubang untuk meja tidak pas, perlu usaha dan waktu untuk memasukkan baut hingga pas ke lubang itupun aku paksa masuk hingga 3 b...",5,1
2683,Brand,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,JANGAN BLI DI TOKO INI.. BARANG SAMPAH DI JUAL.....,1,0
2684,Alfon,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"mejanya kurang sturdy, kakinya ga rata jadi agak goyang2",3,0
2685,Fariz,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"lubang baut ke alas meja tidak bisa masuk 1, overall good",4,1
2686,Toppers30888910,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,walaupun agak ribet pasang tp sesuai harapan,5,1
2687,Luhur,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Jangan pakai JNE Trucking karena agen JNE yang digunakan tidak telaten. Pesanan saya hilang di agen tempar penjual mengirimkan barang. 

Penjual fast response membalas pe...",3,0
2688,Zaenal,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Sesuai harga,5,1
2689,Panggil,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kemasan kurang safety, kardus sudut"" nya banyak yg sobek, dan kondisi papan sudutnya ada yg tidak d lindungi sterofoam.",3,0
2690,A***n,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"barangnya bagus, pengiriman cepat, seller responsif, tp gak ad  buku manual jd agak lama pemasangannnya, rekomen lah...",5,1
2691,Abdul,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,Thanks,5,1
2692,Grace,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kualitas barang jelek bgt, tdk ada petunjuk cara merakit..kayu melenting ,kanan kiri ga seimbang  , kapok saya  jelek banget",1,0
2693,D***n,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"sampainya cepet bangett.. pemasangan cukup mudah, yaa semoga awettt saja",5,1
2694,Lita,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,Kualitas sangat bagus! Harga terjangkau!,5,1
2695,A***h,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,bgs sesuai  bngt,5,1
2696,Codingers,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"Alhamdulillah sampai dengan cepat, pemasangan juga lumayan mudah, hanya saja ada gompal2 sedikit hpl nya akibat pengiriman sepertinya. makasih min",5,1
2697,hafzan,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"walaupun pintu nya gak tertutup rapet kanan kiri dan kurang simetris, tp yasudah ada harga ada barang 👍🏻",5,1
2698,N***y,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sekrupnya Gak bisa masuk Salah satu crossbarnya.. dan penjualnya malah ngelawak, katanya kalau di stocknya bisa.. ya iya bisa, di instruksinya mmg Harusnya bisa masuk, Si...",2,0
2699,Stephen,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Tidak sesuai ekspektasi, katanya muat 12.
Realitanya muat 4",2,0
2700,R***n,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Mantapp!!,5,1
2701,W***i,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mudah dirakit, cukup worthit untuk harga 200an, utk meja loptop di kamar, tidak disarankan utk beban berat.",5,1
2702,Zhafar,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,mantapp,5,1
2703,F***l,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Sesuai gambar,5,1
2704,Alma,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Pusing banget ngerakitnya tapi baguuuuus,5,1
2705,Adan,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,bagus,4,1
2706,Arif,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Mantaps.. Agan Seller'a Fast Response..
Paket Rapih dan cepat sampai..
Thanks Agan Seller..",5,1
2707,N***a,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Bahan nya semua lengkap tanpa ada rusak
makasih buat kurir nya yg ramah dan seller yg bisa dinpercaya
puas dengan produk nya",5,1
2708,Deni,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,terima kasih barang sudah sampai agak miring dikit tp gpp masih bagus .. semoga awet,5,1
2709,H***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"oke, bagus, minimalis, harga terjangkau",5,1
2710,Fauziah,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Tidak ada ulasan,5,1
2711,Fauziah,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Ada noda hitam2 but its okey bisa dilap,5,1
2712,ari,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barang sesuai gambar,5,1
2713,Rizky,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"mulus no minus, thx",5,1
2714,Dean,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Tidak ada ulasan,5,1
2715,Arie,"Kabinet penyimpanan kayu / Lemari Multifungsi/ 4,5,6 Tier Laci Kabinet",Produk Sesuai. meskipun agak ribet pasangnya tapi hasilnya cukup memuaskan,5,1
2716,Suar,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"good quality, kokoh dan mudah dipasang 👍",5,1
2717,l***k,Meja Lipat Camping /Aluminium Meja Portabel / Meja Lipat Outdoor,Barang sampai dengan aman Ukuran sesuai Warna sesuai Harga oke,5,1
2718,Lia,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Bagus sesuai gambar,5,1
2719,Zahrian,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,"cocok, berfungsi dengan baik sesuai gambar dan deskripsi",5,1
2720,Des,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,material jelek,3,0
2721,y***i,MEJA NAKAS KECIL / BED SIDE TABLE MINIMALIS SERBAGUNA / Meja Sudut,Tidak ada ulasan,1,0
2722,Asep,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,produk sampai dengan selamat,5,1
2723,ZAENAL,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,standar lah g bgs bgs amat,3,0
