Nama Pelanggan,Produk,Ulasan,Rating
A***n,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,suka produknya. simpel dan kokoh. cocok buat mobile workspace.,5
Sintia,Equid - Meja Tamu kayu - wooden coffee table minimalist editions,Bahannya bagus.,5
Sintia,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus.,5
T***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Mejanya ringan dan praktis.,4
Vidi,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,Mantap banget,5
I***i,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,Ukuran sesuai!. Bagus Banget!. Rumah jadi cantik.,5
fayzal,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke. Ukuran sesuai.,5
I***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Mejanya ringan dan praktis. tapi sayang bautnya gak dikasih, terpaksa beli lagi di toko material.",5
D***i,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"kualitas barang kuran, busa dakron tipis tidak seperti digambar jadi keras saat duduk, pelayanan dan kecepatan bagus",3
Ted,Plat Siku L Besi Penahan Furniture Anti Karat - Citrus,respon n pengiriman cepat...makasi,5
Regina,Meja Kerja Belajar Tulis Lipat dan laptop + lubang kabel - MSB05,Baut meja lepas. Tidak bisa dipasang lagi karena sudah berlubang bekas baut. Harus diakali lagi biar lubangnya bisa tertutup lagi.,3
Sisca,Meja Kerja dan Belajar Hairpin Minimalis 120x60| MK13,Bagus sih tp agak ringkih ya,5
S***i,Equid - Meja Tamu kayu - wooden coffee table minimalist editions,Bahannya bagus. Packing aman 👍. Berfungsi dengan Baik!. thank u seller. perakitan cepat dan mudah tinggal di baut aja.,5
N***r,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Warna sesuai. Barang sampai dengan aman.,5
Eduardo,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Is ok for the price,4
Rian,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"Barang sampai kutang lebih 1 minggu ke kalimantan. Belum dipasang, tapi bahan sepertinya kuat. Dapat baut juga cukup banyak. Seller fast respon bgt👍",5
Rani,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Kayu rusak sedikit,5
yadi,Siku besi penyangga rak tembok / dinding besi heavy duty | TL03,"sip,,barang sudah sampai",5
Afifa,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"ini pembelian kedua. Mejanya ringan dan praktis. pengiriman cepat. penjual ramah, responsif. terimakasih banyak..puas banget...",5
Reza,Meja kerja / belajar / komputer / laptop square edition | MSB13,ga di kasih baud dan buku oetunjung oemasangan,1
a***a,Meja kerja / belajar / komputer / laptop minimalis | MSB11,"ya so so lah, cuman mungkin ketebalan meja agak di tambah aja, kalau bisa pake yg 24mm jadi skrupnya bisa agak panjang dan gigitannya lebih kuat,
kaki meja bagus cuman mi...",4
Wulan,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,kayunya bagus.....,5
Tisna,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke. Warna sesuai. Barang sampai dengan aman. Ukuran sesuai dengan deskripsi mantap gan. senang saya belanja dimari . sukses gan,5
yadi,Siku besi penyangga rak tempel tembok besi heavy duty | TL04,"oké,,barang lengkap paking keren",5
yadi,Siku besi penyangga rak tembok / dinding besi heavy duty | TL03,"barang sama paking oké,,terimakasih",5
R***a,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,admin ramah,5
O***l,Meja kerja / belajar / komputer / laptop square edition | MSB13,"barang bagus, respon cepat, tapi sayangnya besi mounting untuk menyatukan kaki dengan meja berbentuk bulat sehingga harus lebih teliti supaya tinggi meja presisi. sebaikn...",5
b***a,Meja Kerja dan Belajar Hairpin Minimalis | MK13,barang diterima baik. terimakasih,5
Dhanang,Wooden Hook / Gantungan Kayu Multifungsi Minimalis | HA07,Tidak ada ulasan,4
Zaini,Meja Belajar / Kerja / Komputer L Shaped + Rak Buku / PC | MK02,Fast Respon .. toko nya amanah .. hanya saja ada lecet sedikit .. mungkin karena di expedisi ..,5
o***e,Meja tamu / lesehan kayu serbaguna rounded edition | MW06,"Overall semua OK. Hanya saran saja...untuk pemasangan kaki meja nya diinfokan lebih detail, meskipun sdh ada cara pemasangan. Maksudnya...mana yg kaki meja sebelah kanan...",5
nugiarta,OPLIN - Meja kerja minimalis belajar dan laptop - Pengrajin.com,"butuh effort lebih buat merangkainya, untung sy ada bor obeng jdi bisa dirangkai. saran untuk dibagian triplek harusnya sudah ada lubang biar lebih mudah dipasang.",4
A***n,Meja tamu / kopi minimalis bundar / bulat kayu | MW01,Bahannya bagus. Packing aman 👍. Berfungsi dengan Baik!.,5
taufik,Coffee table / meja tamu / sudut bulat serbaguna | MS33,Packing aman 👍. Berfungsi dengan Baik!.,4
Robby,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Berfungsi baik dan pengiriman cepat. Terimakasih,5
J***h,meja tamu / coffee table / lesehan bulat minimalis | MS12,Packing aman 👍. Berfungsi dengan Baik!.,5
ZahirulAzharelElvanaPutra,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"Kualitas standart,kurang presisi.
Tidak kokoh2 amat.
Yg pling parah ada retak,murni kesalahan produk soalnya packingnya aman.Ada kayu pelindungnya.
Tolong ditingkatkan la...",3
K***a,Kursi kantor dan belajar santai Minimalist Premium Editions,"Packing rapi,  Kursinya sangat nyaman, Harga oke banget, Kualitas sangat bagus, Kekurangan tidak ada tutorial pemasangan",4
K***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Packing rapi, Tidak ada kerusakan, Mejanya ringan dan praktis, Kualitas meja bagus, Kekurangan cuma agak goyang",4
Hasanudin,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Mejanya ringan dan praktis.,4
J***n,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Kaki kurang kokoh. Yaa ada rupa ada harga lah ya,4
D***o,Kaki meja besi / metal table leg heavy duty editions | TL17,"Mantap gan barang sesuai lapak
Recommended!!",5
D***o,Top Table Ambalan Meja HPL Minimalis | TTK01,"Mantap gan barang sesuai lapak
Recommended!!",5
Cevi,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"real pict....
Barang sampai dengan aman.",5
rifki,meja tamu / coffee table / lesehan bulat minimalis | MS12,Bahannya bagus. Packing aman 👍. Berfungsi dengan Baik!.,5
V***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kaki mejanya 1 kecil sndiri terus samping mejanya ada yang tekelupas 🥲,5
Jack,Coffee table / meja tamu / sudut bulat serbaguna | MS33,Barang sudah saya terima thanks sesuai pesanan mantap,5
Suyatno,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,Barang nya tdk rapi ....... tapi murah ya,3
Aditya,meja tamu / coffee table / lesehan bulat minimalis | MS12,Bahannya bagus. Berfungsi dengan Baik!. Packing aman 👍.,5
D***i,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Packing oke, pengiriman cepat, barang mulus dan mudah di rakit, membuat makin estetik karena pemilihan warnanya menyesuaikan rumah kayu ❤️",5
Mashury,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus. Mejanya ringan dan praktis.,5
Indah,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,"Sipp..mantap dipakai tambahan jok spy lebih tinggi. Spons nya sama sekali tidak gembos tp nyaman diduduki.
Tambah suksesss...",5
ycandra,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"barang sudah di terima, kondisi baik, seller communicative dan ramah, toko recommended, good job. terima kasih",5
Taofik,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,mantap sesuai dan cepat,5
Andrean,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Mejanya ringan dan praktis. Kualitas meja bagus.,5
I***P,Plat Siku L Besi Penahan Furniture Anti Karat - Citrus,Ukuran sesuai!,5
Raiil,Alas Bantal Duduk Lesehan bulat Sofa/Kursi rebounded | FC0,"Berkualitas, hasil rapih",5
Rudi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,Bahan nya bagus.. mudah dipasang.. seller nya ramah.. fast rrsponse.. packing saaangat aman,5
Fauzi,Meja Kerja dan Belajar Hairpin Minimalis 120x60| MK13,sesuai pesanan,5
M***s,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,"ini packingnya gila sih rapet banget. barangnya jadi aman.

masang kakinya juga gampang karena udah ada sketsa di mejanya.

seller juga interaktif, udah gitu informatif...",5
Aldo,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"mejanya bagus, tpi agak goyang",4
Gilbert,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"MEJA SANGAT MANTAP SEKALI, ENTENG BANGET",5
Alvin,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,pengiriman sangat lambat sekali..,2
M***i,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Bahan bagus. Cantik.,5
m***n,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Mantabs,5
m***n,(GOJEK) Kursi kantor dan belajar santai Minimalist Premium Editions,Mantabs...,5
Rudi,Kursi busa minimalis / samping / bangku rias - Agrotis,sesuai pesanan,4
Sri,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke. Barang sampai dengan aman. Warna sesuai. Ukuran sesuai.,5
Andris,Siku besi penyangga rak besi heavy duty | TL06,"barang sampai. fast respon. terimkasih. 
Kualitas sangat bagus!. 
Harga terjangkau!. 
Jadi rapih.",5
Lai,Product Gantungan Besi / Metal Hook Dinding Serbaguna Rounded,"sudah terima dgn baik, packing ok banget, brg sesuai deskripsi, thanks",5
Desi,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"mantabs bgt. cepat respon, barang oke. happy shopping",5
afifah,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,Rumah Makin Cakep! 👍🏻. Cantik. Bahan bagus.,5
gunawan,kursi / bangku / tempat duduk busa bulat kayu edition - Amathes,Kursinya sangat nyaman. Harga oke banget. produk sesuai deskripsi,5
M***t,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Bahan bagus.,5
Niko,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,sesuai deskripsi,5
Handoko,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Respon cepat. Kiriman cepat. Packing aman. Barang bagus.,5
Faisal,Alas Bantal Duduk busa tebal Lesehan sofa rebounded Minimalis | PFC07,Bahan bagus. cuma telat pengiriman nya.untuk alasnya bagus banget,4
S***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Mantap. Ini bener2 yang aku cari, tebel & bukan yg ambles gitu. Emng butuh yg begini karena meja kerja tinggi. Thanks ya. Semoga banjit orderan",5
Sry,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,Bahan bagus. Cantik puas belanja d sini mau pesan lagi,5
Iwan,Meja belajar tulis dan Laptop kayu minimalis - MSB11,kualitas barang....,2
A***i,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"mantapp, beneran bisa sehari sampe, bahan nya juga bagus finishing rapih, dan cukup mudah merangkai nya. terbaik lah! thankyou seller!",5
K***i,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,Harga oke. Warna sesuai. Barang sampai dengan aman. Pas chat dg admin untuk konfirmasih barang agak membingungkan karena katanya belum dikirim tapi ternyata udah sampai a...,5
M***o,Siku besi penyangga rak tempel tembok besi heavy duty | TL04,"antrian packing 1 item makan waktu 2 hari, mungkin di mandin&disolatin dulu sama seller.
kualitas bahan biasa bgt.",3
S***n,RIOT - Kursi lipat rounded lesehan sofa lipat folding rebounded,Harga oke. Barang sampai dengan aman. Warna sesuai. Ukuran sesuai.,5
Zushar,kursi / bangku stool sofa kecil edition - Diprion,Barang oke,5
d***i,Kaki Meja / Sofa Kayu / Wooden Table Legs Minimalis Heavy Duty | Lurus,j,5
Tulus,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Barang ok
paking aman",5
adhimazda,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC03,"Keren, admin lapak ini sangat ramah. Bos pemilik kasih dia bonus :D

Cakep! 👍🏻.",5
Ghifar,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,Ukuran sesuai!.,5
Ghifar,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,Ukuran sesuai!.,5
P***D,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Kualitas meja bagus. Mejanya ringan dan praktis. 
Packing sangat aman, produk diterima dengan mulus
saran buat seller nya supaya diberi panduan untuk setelan kaki yg tida...",5
M***n,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Barang bagus. Pengiriman agak lama,5
Audi,Meja Hairpin Coffee Table Minimalis | MK27,Bahannya bagus. Berfungsi dengan Baik!. Packing aman 👍.,5
Chinderaka,meja tamu / coffee table / lesehan bulat minimalis | MS12,Bahannya bagus. Packing aman 👍.,5
A***n,Meja tamu / kopi minimalis bundar / bulat kayu | MW01,Berfungsi dengan Baik!.,5
I***a,kursi / bangku stool sofa kecil edition - Diprion,pengirimannya tolong di perbaiki LG. pemesanan tanggal 2 Januari. datangnya tanggal 13 Januari. untuk kedepan perbaiki lagi.,1
F***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Kualitas meja bagus. Mejanya ringan dan praktis. Memang ada harga ada barang, tapi cukup oke untuk meja tambahan saya",5
N***i,RIO - Kursi lipat lesehan sofa lipat folding cushion busa rebounded,"alhamdulillah sudah sampai, meskipun agak lama, tp kualitas barang bagus 👍",5
Eri,Plat Siku L Besi Penahan Furniture Anti Karat - Citrus,Bagus Banget!.,5
L***a,Kursi bulat busa rebounded minimalis / ottoman chair / stool - Alabama,Kualitas sangat bagus.,5
m***a,Kursi Plastik Minimalist Multi Color Premium Editions,Kursinya sangat nyaman. Kualitas sangat bagus.,5
rizky,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus. namun sayang si bautnya kekecilan dan si kakinya kurang simetris,4
Y***a,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,"Produk bagus, kursiku yg udah berasa besinya saat duduk berasa baru lagi pakai bantal ini, pengiriman pakai gojek agak lama, tp gpp yg penting bisa dipakai langsung, teri...",5
D***a,Alas bantal duduk kursi / lesehan panjang minimalis edition | PFC05,Rumah Makin Cakep! 👍🏻. Bahan bagus.,5
D***a,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,Bahan bagus. Rumah Makin Cakep! 👍🏻.,5
Luh,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,Tidak ada ulasan,5
Hasanudin,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Sebenarnya bagus sih, hanya kurang kokoh untuk dipakai bekerja (menulis atau mengetik laptop) cocoknya untuk meja penyimpanan .",3
Tatu,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,"mejanya mulus, tanpa cacat, mudah dipasang👍🙏",5
Meda,Meja kerja / belajar / komputer / laptop minimalis | MSB11,"kualitas lumayan, pemasangan kaki awalnya agak susah tapi lebih mudah pakai palu dulu baru disekrup.",5
iin,Meja Belajar / rias / tulis serbaguna minimalis slim edition | MW03,ok,5
J***n,kursi bangku sofa kecil stool edition - Dulco,"lucu deh kursinya, pas sesuai kebutuhan, Harga oke banget. Kualitas sangat bagus.",5
Rizki,Meja kerja / belajar / komputer / laptop minimalis | MSB11,kurang kokoh kaki-kakinya,4
Mochammad,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,"penjualnya baik banget dan untuk harga segini kualitas barangnya udah bagus bangett, ga nyesel beli disini",5
my,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Mejanya ringan dan praktis.,5
Sandro,meja kerja dan tamu industrial minimalis 120*60 MJ03,penjual cepat dan solutif dlm memberi response. barang baik dan kokoh.,5
S***n,Meja tamu / lesehan kayu serbaguna rounded edition | MW06,Bahannya bagus. Packing aman 👍. Berfungsi dengan Baik!.,5
Rosalind,meja tamu / coffee table / lesehan bulat minimalis | MS12,Packing aman 👍.,5
h***i,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,Warna sesuai. Barang sampai dengan aman.,4
Aris,WITA - Kursi lesehan lipat sofa folding busa Dakron Premium edition,"kualitas barang lumayan, tapi respon seller lambat dan pengiriman juga lambat",1
Iqbal,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,Buagusss barangnya.. pas di kursinya.. tapi lambat bgt buat kirmin produknya..,5
K***y,Alas Bantal Duduk kursi / Lesehan Minimalis cushion edition | PFC01,"Bantal duduknya nyaman banget diapakai, ga bikin pegal 
Terima kasih seller!",5
n***h,Coffee table / meja tamu / sudut bulat serbaguna | MS33,Packing aman 👍. Berfungsi dengan Baik!.,5
Ary,Rangka Kaki meja Minimalis Heavy Duty 1 set | Craftsman,belanja berkali2 disini...satu kata puassss,5
Akmal,Kursi kantor dan belajar santai Minimalist Premium Editions,"kursinya sangat oke dan nyaman. Yang jadi catatan adalah seller sama sekali tidak memberikan petunjuk pemasangan. Sistem knockdown untuk kursi juga tidak praktis, harus s...",4
Akmal,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"meja bagus sesuai gambar, cuma yang jadi menyebalkan adalah petunjuk pemasangan tidak representatif. Papan juga sama sekali blm di lubangi, jadi harus super effort untuk...",3
Wishnu,Meja tamu / lesehan kayu serbaguna rounded edition | MW06,Bahannya bagus. Berfungsi dengan Baik!. Packing aman 👍.,5
K***r,Meja kerja / belajar / komputer / laptop minimalis | MSB11,"Terimakasih pengrajin indonesia, tolong ditingkatkan lagi kerapian hasil akhirnya!!",3
Dwiyan,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,Bahannya bagus. Packing aman 👍.,5
Oktavianto,Meja Belajar dan Kerja Lipat Besi Minimalis Edition | MSB10,bagus sesuai dengan kegunaan,5
Ina,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Harga oke. Warna sesuai. Barang sampai dengan aman. Ukuran sesuai.,5
D***u,Kaki meja kayu / wooden table legs Carving heavy duty - Ateline,Hati hati dengan seller ini. barang tidak dilengkapi dengan plat,1
S***a,Tatakan cangkir / gelas kayu / Wooden Slice Coasters rounded Editions,barang sudah sampai...warna sesuai dengan yg di inginkan...barang oke seller responsif...mantap!!!...tatakan gelas di pakai buat tatakan dosing funnel di grinder kopi...g...,5
Saktiyono,kursi / bangku / alas duduk bulat puff edition - Amapari,Tidak ada ulasan,5
Indah,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,akhirnya pesanan sampe juga. pengiriman tolong di perbaiki ya min lbh cepat. barang bagus rapi buatan nya. semoga awet. makaih minHarga oke. Warna sesuai. Ukuran sesuai....,5
Yana,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,Ukuran sesuai!.,5
A***e,Equid - Meja Tamu kayu - wooden coffee table minimalist editions,Bagus si tp bagian bawah meja disangka udah dibor duluan supaya gampang pasang skrupnya taunya belum jd agak rempong ni klo emak-emak yg masang.,4
M,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"belum d liat,lagi ngga dirmh smg awet tx",5
S***n,Coffee table / meja tamu / sudut bulat serbaguna | MS33,Bahannya bagus. Berfungsi dengan Baik!. Packing aman 👍.,5
Titha,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC02,Bahan bagus. Cantik.,5
Y***i,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"admin ramah, barang sesuai pesanan",5
Hadi,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"kaki tidak kokoh, panjang kaki ada selisih sekian mm sehingga meja tidak seimbang",1
Reski,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"barang sesuai harga, mantappp",5
Gilang,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Kualitas meja bagus.,5
M***r,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,Barang sesuai harapan 👍🏻,5
S***i,Meja Kerja dan Belajar Hairpin Minimalis | MK13,good,4
H***i,Ancient Stool / kursi kotak square edition - Aphid,"hasil rapih ,bagus,berkualitas ,mewah dan yang pasti murah...beli disini hemat energi hemat biaya...kaya iklan hehe,terimakasih",5
Guntur,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,good,5
Dinan,Meja Hairpin Coffee Table Minimalis | MK27,Worth it dengan harganya dari segi kualitasnya,5
A***a,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Not bad. Gak ada cacat, hanya agak ringkih aja gampang goyang. Satu lagi, tolong lebih gesit soal pengiriman nya. Saya harus nunggu 4 hari dari status (proses) ke (dikiri...",4
widya,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,Tidak ada ulasan,5
A***a,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,"seller fast response dan komunikatif... proses dan pengiriman juga cepaaaat...
thx... anak saya suka kursinya... 👍👍",5
toni,Meja Belajar / Kerja / laptop Industrial Knockdown | MK01,"alhamdulillah udah sampe, aman, packaging bagus, bahan bagus, sesuai gambar, insyaallah kokoh, terimakasih",5
toni,Kursi kantor dan belajar santai Minimalist Premium Editions,"udah sampe alhamdulillah, bagus bahannya, sesuai gambar, cuman agak goyang aja, tapi ga apa apa, yang penting aman didudukin, terimakasih",5
Cmr,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Ok Lah.........,4
E***n,Meja Kerja dan Belajar Hairpin Minimalis 120x60| MK13,barang sdh diterima dg baik..tp secara konstruksi meja kurang kokoh krn kaki2 kurang rigid.,4
N***n,Kursi kayu kotak jojodog bangku Jongkok minimalis,"barang bagus, sesuai dengan deskripsi.. ga ada yang rusak.. bangku juga kokoh",5
Hendra,Alas Bantal Duduk Lesehan Kotak Sofa/Kursi rebounded | FC04,👍,5
Dadan,RIO - Kursi lipat lesehan sofa lipat folding cushion busa rebounded,Tidak ada ulasan,1
sukma,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"mantep, cuman kaki agak sedikit goyang",5
Asmadi,Bantal / Alas Duduk Lesehan Kotak Sofa/Kursi rebounded | FC06,Produk kualitas bagus,5
I***h,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,"Barang diterima dalam kondisi bagus karena dipacking dengan baik, barang sesuai dengan permintaan pemesanan. 
pengiriman cepat.
respon seller baik.",5
I***h,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,"Barang diterima dalam kondisi bagus karena dipacking dengan baik, barang sesuai dengan permintaan pemesanan. 
pengiriman cepat.
respon seller baik.",5
I***h,Busa Rebounded Kotak Pengganti Bantal / sofa - Arctia,"Barang diterima dalam kondisi bagus karena dipacking dengan baik, barang sesuai dengan permintaan pemesanan. 
pengiriman cepat.
respon seller baik.",5
Huda,Kaki meja hairpin Minimalis Heavy Duty | Craftsman,"Produknya kokoh dan finishingnya bagus. Lebih cocok digunakan untuk meja dengan lebar 50cm lebih atau yg lebih berat biar lebih stabil. Pengiriman juga cepat, terima kasi...",5
Iskandar,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,Kerjaan rapi ..packing rapi..respon baik,5
Lenni,Bantal Alas Duduk Travesium Busa Rebonded Sofa Minimalis - Traves,"Produk sesuai deskripsi, packing dan pengiriman baik. Recommended",5
T***i,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Puas sekali,5
c***y,Kaki meja kayu / wooden table legs lurus editions heavy duty | TL06,ada harga ada rasa,5
A***z,Kaki Meja Sofa Kayu furniture / Wooden Table Legs Minimalist | Miring,Tidak ada ulasan,5
A***a,Plat Kaki Besi Sofa Meja dan Kursi Anti Karat - Chub,"Barang kurang, bisa dikomplain, penjual tanggap.",4
A***a,Kaki meja kayu / Wooden Table Legs square editions Heavy Duty | TL04,"Respons penjual bagus, dikirim cepat",5
Y***a,Kaki meja besi / metal table leg heavy duty editions | TL17,"order masuk malam, diproses lusanya, semestinya paginya, malah diendapin sehari lagi, pdhal kurir pilih instan, parah deh, udh gitu brgnya tdk bagus, tinggi tdk sama, fin...",1
ajir,Kursi kantor dan belajar santai Minimalist Premium Editions,barang sangat bagus,5
ajir,Meja Kerja dan Belajar Hairpin Minimalis | MK13,barang sangat bermanfaat,5
D***n,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Pengiriman cepat.,5
esti,Pillow Bantal Alas duduk Sofa Minimalis - banben,Penjual cukup komunikatif ketika ada kendala untuk pengiriman. Kualitas barang cukup baik. Sayangnya di bantal hijau ada 1 lubang kecil kemungkinan dr bara rokok yang jat...,4
S***R,Meja kerja / belajar / komputer / laptop minimalis | MSB11,"bagus sesuai harga. saran aja, mungkin lebih mudah udah dibor jadi tinggal baut, karena sempet salah posisi",5
Rtal,Kaki meja kayu / wooden table legs Hepple editions heavy duty | TL08,Plat besinya pada bengkok saat pengiriman. Mungkin sebaiknya plat tidak dipasang dulu waktu pengiriman. Jadi akibatnya ada tambahan kerja buat meluruskan plat sebelum di...,5
Edwin,Craftsman Meja Belajar dan Kerja Lipat Minimalis Edition | MSB05,Tidak ada ulasan,5
Lita,Alas Bantal Duduk kursi / Lesehan bulat rebounded edition | PFC15,"kualitas produk sangat baik, terima kasih seller...",5
Iskandar,Kaki meja kayu / wooden table legs miring editions heavy duty | TL06,kualitas produknya bauk,5
Cici,Meja kerja lipat kayu minimalis edition | MSB03,Sampe dengan aman tp baud nya pada lepas dan ada yg hilang 1 tanpa dikasih baud cadangan. pengerjaan kaki2 kurang rapi amplasnya dan pas dipasang kurang kokoh mohon maaf,3
Syamsul,Meja Kerja dan Belajar Hairpin Minimalis | MK13,"Barang sudah sampe, paking rapih.
Hanya saja dapet papan gak rata/cembung.

Mudah pasang kakinya, tapi gak rata sehingga meja mudah goyang. Saran, ditambahkan penguat yg...",3
Iwan,Meja Kerja dan Belajar Taves Edition Minimalis | MK16,Barang sesuai deskripsi hanya pengiriman cukup lama seperti pre order.,5
MUHAMMAD,ERIO - Kursi lesehan lipat sofa folding busa rebounded edition,barang sesuai deskripsi,5
Tubagus,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Ukuran sesuai, produk original, besi pada bagian bawah agak karatan tapi bukan masalah, desain lumayan keren, tapi bahan atas meja ringkih dan kaki goyang-goyang. Saran b...",5
Tubagus,Tambahan Packing Kayu untuk JNE Trucking,"Lumayan kokoh, dari Bandung ke Tangerang sekitar 88% kokoh masih utuh",5
Ari,Coffee table / meja tamu / sudut serbaguna | MS32,"Alhamdulillah mejanya udh sampe maaf telat review kelupaan…seller ramah, kualitas barang OK, pengiriman cepet. Recomended seller. Terima kasih seller, mamang ojol, dan to...",5
Muhammad,Kaki meja kayu / wooden table legs Hepple editions heavy duty | TL08,Built quality kurang bagus,4
D***n,Meja belajar tulis dan Laptop kayu minimalis - MSB11,"Kualitas ada harga ada barang, ga bagus bagus banget tapi jelek juga ga terlalu jelek , so so lah.

meja kurang kokoh, mayan goyang tapi kalo di mentokin ke tembok atau p...",3
TAAT,Meja belajar tulis dan Laptop kayu minimalis - MSB11,Bagus,5
D***H,Bantal / Alas Duduk Lesehan Panjang Sofa/Kursi rebounded | FC07,"kualitas sangat baik dan pelayanan mantap, highly recommended seller 👍🏽",5
